"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185"
-15.6346129440931,1,1,1,2,19,2,-1,9,0.24,0,21,4,30,5,30,15,15,5,0,5,4,6,3,7,3,5,4,2,12,184,5,1,1,0,2,2,3,28,1,2,210,4,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3,6,9,40,15,20,10,5,10,-1,-1,-1,-1,-1,-1,30,15,20,15,10,10,8,9,8,8,8,-1,-1,-1,-1,-1,8,8,8,8,8,7,8,7,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,3,-1,-1,-1,-1,-1,-1,55,10,10,15,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,8,8,8,-1,-1,-1,-1,-1,1,0,0,-1,-1,35,5,20,20,5,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,-1,-1,-1,-1,-1
-84.0160515118589,1,1,1,9,20,12,17,16,0.04,1,22,2,15.38,19.23,19.23,19.23,15.38,11.54,0,5,9,8,8,8,5,5,6,2,24,132,14,1,1,0,2,5,2,75,111,3,72,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,-1,238.1,238.1,238.1,238.1,23.8,23.8,100,100,100,100,100,100,166.7,166.7,166.7,166.7,166.7,166.7,60,60,60,60,60,-10,-10,-10,-10,-10,7,6,7,5,5,3,3,2,2,1,243.2,243.2,189.2,162.2,81.1,81.1,60,80,70,70,50,7,1,3,-10,-10,-10,-10,-10,-10,230.8,205.1,205.1,153.8,76.9,128.2,80,60,60,60,30,70,186,162.8,139.5,186,186,139.5,70,70,70,70,40,-10,-10,-10,-10,-10,3,2,0,-1,-1,189.2,216.2,216.2,162.2,108.1,108.1,-10,-10,-10,-10,-10,-10,80,80,80,80,80,80,60,50,50,70,70,-10,70,70,80,70,40,-10,-10,-10,-10,-10
-80.6295969665063,1,1,1,9,20,11,8,4,0.07,0,22,2,16,20,18,20,18,8,0,5,5,8,6,9,4,4,8,2,14,132,14,1,1,0,3,1,2,127,152,3,164,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,-1,186,209.3,232.6,232.6,23.3,116.3,90,30,40,90,80,80,181.8,113.6,159.1,181.8,204.5,159.1,80,80,80,90,30,-10,-10,-10,-10,-10,8,8,8,5,5,6,7,4,2,-1,184.2,210.5,210.5,157.9,105.3,131.6,70,80,70,80,50,5,1,1,-10,-10,-10,-10,-10,-10,184.2,210.5,210.5,184.2,105.3,105.3,90,60,60,80,70,70,155.6,155.6,177.8,177.8,177.8,155.6,70,70,80,80,60,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
40.898820059825,0,0,1,21,22,17,17,18,0.38,1,30,2,35,10,20,25,5,5,0,4,6,6,6,7,6,4,7,2,8,226,16,45,56,26062,2,2,9,211,95,1,310,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,6,-1,10,15,30,20,15,10,20,30,5,20,15,10,50,5,5,25,5,10,6,10,8,10,9,6,9,9,8,8,9,8,8,9,8,8,7,6,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,10,10,20,40,10,10,5,15,25,25,20,10,25,25,10,15,10,15,50,5,5,25,5,10,7,10,10,8,9,7,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24.2804490018664,0,1,1,2,19,3,-1,11,0.35,0,21,4,10,20,40,10,10,10,0,6,7,6,6,5,5,6,4,2,12,176,9,1,1,0,2,1,2,156,58,1,72,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,7,5,40,20,20,20,0,0,-1,-1,-1,-1,-1,-1,20,30,10,20,10,10,8,9,8,8,8,-1,-1,-1,-1,-1,6,7,7,7,9,7,7,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,2,-1,-1,-1,-1,-1,-1,40,25,20,15,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,8,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-87.2182577828713,1,1,1,9,20,3,18,6,0.34,0,24,6,14,18,20,18,16,14,0,7,7,7,7,7,5,5,5,-1,12,122,8,1,1,0,2,6,7,256,40,2,154,2,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,7,-1,173.9,173.9,195.7,195.7,108.7,152.2,90,50,20,70,20,20,275.9,69,137.9,206.9,241.4,69,70,80,70,90,60,-10,-10,-10,-10,-10,8,6,7,4,8,5,5,7,2,-1,190.5,166.7,190.5,190.5,95.2,166.7,70,80,90,80,40,7,3,3,-10,-10,-10,-10,-10,-10,190.5,166.7,190.5,190.5,95.2,166.7,80,30,40,80,30,50,216.2,135.1,108.1,216.2,189.2,135.1,70,80,90,70,40,-10,-10,-10,-10,-10,0,0,0,-1,-1,195.1,170.7,195.1,195.1,73.2,170.7,-10,-10,-10,-10,-10,-10,90,40,50,80,20,50,90,30,60,50,90,-10,70,80,90,60,30,-10,-10,-10,-10,-10
-31.004588624785,1,0,0,5,10,6,-1,6,0.35,0,19,4,25,10,20,20,10,15,0,5,5,5,5,5,5,5,1,2,4,242,4,1,1,0,6,1,2,153,1,1,312,11,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,4,4,15,15,20,25,10,15,-1,-1,-1,-1,-1,-1,45,15,10,20,0,5,9,10,9,9,9,-1,-1,-1,-1,-1,2,7,6,2,5,1,2,5,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,-1,-1,-1,-1,-1,-1,20,10,15,20,15,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31.0975031454661,0,1,1,2,19,6,-1,17,-0.47,1,26,2,20,25,20,15,15,5,1,5,2,6,2,5,4,5,6,2,7,152,2,1,1,0,2,5,11,186,55,3,181,1,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1,3,2,25,10,35,15,0,15,-1,-1,-1,-1,-1,-1,25,5,15,20,30,5,6,8,2,10,2,-1,-1,-1,-1,-1,5,6,8,5,5,2,5,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,-1,-1,-1,-1,-1,-1,40,5,10,5,10,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,9,10,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37.7863448235234,0,1,1,17,11,11,4,6,0.32,0,28,2,15,30,30,10,10,5,1,3,9,9,6,9,7,8,10,2,12,176,9,189,1,0,3,2,3,24,1,3,134,7,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,7,-1,30,20,25,15,10,0,30,20,15,15,15,5,30,25,25,20,0,0,6,8,9,7,5,6,8,7,7,4,8,8,8,6,4,5,6,4,2,3,30,25,25,15,5,0,6,9,7,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-16.8802798705662,0,0,1,9,20,16,16,18,0.32,0,24,2,20.51,5.13,23.08,12.82,17.95,20.51,1,5,7,8,5,6,5,5,5,2,15,225,9,1,1,0,1,2,3,53,1,1,342,9,5,5,5,9,7,7,7,7,9,9,5,7,7,7,9,5,7,6,-1,145.8,166.7,208.3,187.5,166.7,125,90,70,80,100,80,90,180,160,180,200,160,120,80,80,80,80,80,-10,-10,-10,-10,-10,7,7,7,7,7,7,6,7,2,4,152.2,195.7,217.4,152.2,130.4,152.2,80,90,90,70,80,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,4,1,1,0,159.1,159.1,204.5,159.1,159.1,159.1,-10,-10,-10,-10,-10,-10,70,70,70,70,70,70,90,70,70,70,70,-10,70,90,80,70,90,-10,-10,-10,-10,-10
41.2649006697343,0,0,1,21,22,6,6,20,-0.1,1,30,2,40,10,20,10,0,20,1,8,7,7,8,2,5,8,7,2,7,254,16,193,30,14915,2,2,2,203,86,2,22,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,-1,20,25,25,30,5,5,30,20,15,20,5,10,35,10,10,30,5,10,6,9,8,8,7,7,8,7,7,7,9,7,8,6,7,-1,7,6,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,2,30,10,30,25,0,5,25,20,30,25,5,5,30,20,20,20,5,5,30,10,10,40,5,5,7,7,7,7,7,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-38.8334173769642,1,1,1,15,18,6,18,7,0.59,1,25,4,15,18,18,18,15,16,0,5,8,8,6,8,6,5,4,2,11,35,9,181,1,0,4,1,2,144,1,2,134,7,4,6,8,9,6,7,8,6,6,7,7,8,9,7,10,2,1,6,-1,20,20,20,20,20,0,40,0,20,30,0,10,20,20,20,20,20,0,6,7,8,8,9,6,8,7,7,8,5,6,5,5,5,3,5,5,-1,2,20,20,20,20,10,10,3,7,5,6,7,7,3,3,-1,-1,-1,-1,-1,-1,20,20,20,20,10,10,40,10,20,20,5,5,20,20,25,25,15,0,6,7,8,7,8,6,7,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24.6364939778611,0,0,0,1,10,6,-1,2,-0.18,1,22,2,60,0,0,40,0,0,0,6,5,10,6,6,5,6,3,1,7,152,2,1,1,0,2,1,2,234,103,1,188,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,2,20,20,20,20,10,10,-1,-1,-1,-1,-1,-1,30,10,15,30,5,10,7,8,9,7,8,-1,-1,-1,-1,-1,8,7,8,10,7,8,8,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,2,-1,-1,-1,-1,-1,-1,24.14,13.79,20.69,27.59,10.34,3.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,7,8,6,-1,-1,-1,-1,-1,0,0,0,-1,-1,20,20,20,20,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,6,8,5,-1,-1,-1,-1,-1
11.937758607532,0,0,1,7,16,12,12,3,-0.17,0,23,2,18.6,13.95,18.6,16.28,16.28,16.28,1,7,8,8,6,5,3,7,5,2,11,221,14,1,1,0,4,2,4,59,1,3,258,2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,-1,140,200,200,140,180,140,70,90,70,70,70,50,243.2,135.1,135.1,243.2,81.1,162.2,70,90,80,100,80,-10,-10,-10,-10,-10,7,9,8,8,8,7,-1,8,0,1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,4,3,3,-10,-10,-10,-10,-10,-10,166.7,187.5,187.5,145.8,166.7,145.8,60,90,70,80,70,60,232.6,139.5,162.8,209.3,116.3,139.5,80,70,90,80,80,-10,-10,-10,-10,-10,0,1,0,-1,-1,152.2,173.9,173.9,152.2,173.9,173.9,-10,-10,-10,-10,-10,-10,80,90,60,80,80,50,90,60,80,80,50,-10,70,80,90,90,80,-10,-10,-10,-10,-10
37.2897605853278,0,1,1,2,19,7,-1,1,-0.21,0,27,1,20,20,20,10,10,20,1,6,8,8,7,7,6,6,6,2,8,223,4,1,1,0,2,3,4,108,1,1,4,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,5,25,15,25,25,15,15,-1,-1,-1,-1,-1,-1,50,5,15,20,5,5,7,9,8,9,9,-1,-1,-1,-1,-1,6,7,6,6,8,5,6,5,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,-1,-1,-1,-1,-1,-1,60,5,10,10,5,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,9,8,7,9,-1,-1,-1,-1,-1,1,0,0,-1,-1,20,15,20,15,20,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,9,8,9,-1,-1,-1,-1,-1
39.8606795113312,0,1,1,4,18,6,-1,12,-0.25,0,25,6,20,20,20,20,10,10,0,4,8,7,5,7,4,6,7,2,10,35,9,1,1,0,2,7,6,122,246,2,46,7,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,18,18,18,19,13,14,-1,-1,-1,-1,-1,-1,16,15,19,23,14,13,7,9,8,10,7,-1,-1,-1,-1,-1,4,6,5,6,5,4,4,6,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,-1,-1,-1,-1,-1,-1,18,15,18,20,12,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,10,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41.8353225055857,0,1,1,12,14,1,1,5,-0.26,0,29,4,10,47,16,12,3,12,0,4,6,7,5,9,6,6,7,2,10,69,10,118,43,14388,2,2,5,153,1,2,156,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,-1,20,25,20,10,5,20,25,5,10,15,15,30,35,5,5,15,30,10,5,10,6,9,3,4,7,8,8,9,6,8,6,5,8,6,7,7,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,1,3,-1,-1,-1,-1,-1,-1,30,20,15,20,5,10,40,10,5,25,15,5,30,10,5,25,20,10,6,8,9,10,6,6,7,7,8,7,2,1,0,-1,1,25,15,25,15,5,15,10,30,10,20,10,20,20,5,5,30,30,10,25,10,10,20,25,10,5,7,9,6,6,4,6,7,5,2
3.78864608865676,1,1,1,11,21,14,14,16,-0.27,0,26,1,20,20,20,10,20,10,1,8,10,9,9,9,5,7,7,2,11,86,6,124,1,0,4,1,2,28,1,2,160,7,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,5,-1,50,10,10,10,10,10,30,10,30,10,10,10,30,10,30,10,10,10,9,9,9,9,9,9,8,8,7,9,1,1,1,1,1,1,1,1,0,1,30,10,30,10,10,10,7,4,7,7,7,6,1,2,-1,-1,-1,-1,-1,-1,30,10,30,10,10,10,30,10,30,10,10,10,30,10,30,10,10,10,9,6,9,8,9,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
